Validation_Set,Topics,Alpha,Beta,Coherence_(c_v),Coherence_(u_mass)
100% Corpus,5,0.01,0.9099999999999999,0.6973482201066816,0.6973482201066816
100% Corpus,5,0.01,symmetric,0.7039325694137484,0.7039325694137484
100% Corpus,5,0.31,0.01,0.7029846350855948,0.7029846350855948
100% Corpus,5,0.31,0.31,0.7060436326637047,0.7060436326637047
100% Corpus,5,0.31,0.61,0.7147558000993969,0.7147558000993969
100% Corpus,5,0.31,0.9099999999999999,0.7017517970648055,0.7017517970648055
100% Corpus,5,0.31,symmetric,0.7042110493881659,0.7042110493881659
100% Corpus,5,0.61,0.01,0.7215164123574358,0.7215164123574358
100% Corpus,5,0.61,0.31,0.7010701396794687,0.7010701396794687
100% Corpus,5,0.61,0.61,0.6880386022899984,0.6880386022899984
100% Corpus,5,0.61,0.9099999999999999,0.6811300011172705,0.6811300011172705
100% Corpus,5,0.61,symmetric,0.7164573512137787,0.7164573512137787
100% Corpus,5,0.9099999999999999,0.01,0.7074701413537874,0.7074701413537874
100% Corpus,5,0.9099999999999999,0.31,0.7034719316806797,0.7034719316806797
100% Corpus,5,0.9099999999999999,0.61,0.6784029318234188,0.6784029318234188
100% Corpus,5,0.9099999999999999,0.9099999999999999,0.6339574309771651,0.6339574309771651
100% Corpus,5,0.9099999999999999,symmetric,0.7117637064755463,0.7117637064755463
100% Corpus,5,symmetric,0.01,0.7171422371256737,0.7171422371256737
100% Corpus,5,symmetric,0.31,0.7171422371256736,0.7171422371256736
100% Corpus,5,symmetric,0.61,0.7137486724571795,0.7137486724571795
100% Corpus,5,symmetric,0.9099999999999999,0.7105231752503035,0.7105231752503035
100% Corpus,5,symmetric,symmetric,0.7171422371256736,0.7171422371256736
100% Corpus,5,asymmetric,0.01,0.650841786224807,0.650841786224807
100% Corpus,5,asymmetric,0.31,0.6210474019914181,0.6210474019914181
100% Corpus,5,asymmetric,0.61,0.610923413694018,0.610923413694018
100% Corpus,5,asymmetric,0.9099999999999999,0.6013933111754373,0.6013933111754373
100% Corpus,5,asymmetric,symmetric,0.6520880196090063,0.6520880196090063
100% Corpus,6,0.01,0.01,0.7145931630330254,0.7145931630330254
100% Corpus,6,0.01,0.31,0.7130642390339555,0.7130642390339555
100% Corpus,6,0.01,0.61,0.7124273331704148,0.7124273331704148
100% Corpus,6,0.01,0.9099999999999999,0.7110543414178747,0.7110543414178747
100% Corpus,6,0.01,symmetric,0.7169213636329858,0.7169213636329858
100% Corpus,6,0.31,0.01,0.7020772894494064,0.7020772894494064
100% Corpus,6,0.31,0.31,0.7092596504918051,0.7092596504918051
100% Corpus,6,0.31,0.61,0.708110127251945,0.708110127251945
100% Corpus,6,0.31,0.9099999999999999,0.706731447970257,0.706731447970257
100% Corpus,6,0.31,symmetric,0.7057965876913155,0.7057965876913155
100% Corpus,6,0.61,0.01,0.7024490050882637,0.7024490050882637
100% Corpus,6,0.61,0.31,0.6913569682185939,0.6913569682185939
100% Corpus,6,0.61,0.61,0.6863337968213351,0.6863337968213351
100% Corpus,6,0.61,0.9099999999999999,0.6705232829260681,0.6705232829260681
100% Corpus,6,0.61,symmetric,0.6910287065877577,0.6910287065877577
100% Corpus,6,0.9099999999999999,0.01,0.7082687273670832,0.7082687273670832
100% Corpus,6,0.9099999999999999,0.31,0.6876283897757972,0.6876283897757972
100% Corpus,6,0.9099999999999999,0.61,0.6644187565718003,0.6644187565718003
100% Corpus,6,0.9099999999999999,0.9099999999999999,0.6542022114502463,0.6542022114502463
100% Corpus,6,0.9099999999999999,symmetric,0.6947355035162802,0.6947355035162802
100% Corpus,6,symmetric,0.01,0.7190075818457867,0.7190075818457867
100% Corpus,6,symmetric,0.31,0.714659018807935,0.714659018807935
100% Corpus,6,symmetric,0.61,0.7126869606316699,0.7126869606316699
100% Corpus,6,symmetric,0.9099999999999999,0.7037652578659617,0.7037652578659617
100% Corpus,6,symmetric,symmetric,0.7200342125380256,0.7200342125380256
100% Corpus,6,asymmetric,0.01,0.6676373074705558,0.6676373074705558
100% Corpus,6,asymmetric,0.31,0.5643306796773474,0.5643306796773474
100% Corpus,6,asymmetric,0.61,0.5581892753825811,0.5581892753825811
100% Corpus,6,asymmetric,0.9099999999999999,0.550008535017951,0.550008535017951
100% Corpus,6,asymmetric,symmetric,0.5829219108686374,0.5829219108686374
100% Corpus,7,0.01,0.01,0.7094569345995347,0.7094569345995347
100% Corpus,7,0.01,0.31,0.7109098565354701,0.7109098565354701
100% Corpus,7,0.01,0.61,0.7092058430413882,0.7092058430413882
100% Corpus,7,0.01,0.9099999999999999,0.7078979591341464,0.7078979591341464
100% Corpus,7,0.01,symmetric,0.7082330619345341,0.7082330619345341
100% Corpus,7,0.31,0.01,0.710057223411774,0.710057223411774
100% Corpus,7,0.31,0.31,0.7260657369428482,0.7260657369428482
100% Corpus,7,0.31,0.61,0.7116309740078419,0.7116309740078419
100% Corpus,7,0.31,0.9099999999999999,0.711640425372426,0.711640425372426
100% Corpus,7,0.31,symmetric,0.7232826282149237,0.7232826282149237
100% Corpus,7,0.61,0.01,0.7044482759176842,0.7044482759176842
100% Corpus,7,0.61,0.31,0.6832784346282142,0.6832784346282142
100% Corpus,7,0.61,0.61,0.6866583160430766,0.6866583160430766
100% Corpus,7,0.61,0.9099999999999999,0.6543190969145617,0.6543190969145617
100% Corpus,7,0.61,symmetric,0.6921246705200615,0.6921246705200615
100% Corpus,7,0.9099999999999999,0.01,0.7175133691848635,0.7175133691848635
100% Corpus,7,0.9099999999999999,0.31,0.6868601489353071,0.6868601489353071
100% Corpus,7,0.9099999999999999,0.61,0.6456315182322767,0.6456315182322767
100% Corpus,7,0.9099999999999999,0.9099999999999999,0.687572454958873,0.687572454958873
100% Corpus,7,0.9099999999999999,symmetric,0.7133372612121265,0.7133372612121265
100% Corpus,7,symmetric,0.01,0.719758750032444,0.719758750032444
100% Corpus,7,symmetric,0.31,0.7252884234423993,0.7252884234423993
100% Corpus,7,symmetric,0.61,0.7209878959253718,0.7209878959253718
100% Corpus,7,symmetric,0.9099999999999999,0.7140737161932699,0.7140737161932699
100% Corpus,7,symmetric,symmetric,0.719758750032444,0.719758750032444
100% Corpus,7,asymmetric,0.01,0.6212258522254391,0.6212258522254391
100% Corpus,7,asymmetric,0.31,0.5390449451206555,0.5390449451206555
100% Corpus,7,asymmetric,0.61,0.5428514609394718,0.5428514609394718
100% Corpus,7,asymmetric,0.9099999999999999,0.5388388966697003,0.5388388966697003
100% Corpus,7,asymmetric,symmetric,0.5692316366093962,0.5692316366093962
100% Corpus,8,0.01,0.01,0.7132003956190314,0.7132003956190314
100% Corpus,8,0.01,0.31,0.7128770660544312,0.7128770660544312
100% Corpus,8,0.01,0.61,0.7082746138408078,0.7082746138408078
100% Corpus,8,0.01,0.9099999999999999,0.7092821226803873,0.7092821226803873
100% Corpus,8,0.01,symmetric,0.7104792047994427,0.7104792047994427
100% Corpus,8,0.31,0.01,0.7063726982636794,0.7063726982636794
100% Corpus,8,0.31,0.31,0.711546168101679,0.711546168101679
100% Corpus,8,0.31,0.61,0.7040160328241856,0.7040160328241856
100% Corpus,8,0.31,0.9099999999999999,0.6935589186937465,0.6935589186937465
100% Corpus,8,0.31,symmetric,0.7148937733693297,0.7148937733693297
100% Corpus,8,0.61,0.01,0.7064006986169069,0.7064006986169069
100% Corpus,8,0.61,0.31,0.6886552323716877,0.6886552323716877
100% Corpus,8,0.61,0.61,0.6411829794715327,0.6411829794715327
100% Corpus,8,0.61,0.9099999999999999,0.6190854882906651,0.6190854882906651
100% Corpus,8,0.61,symmetric,0.6968294328463884,0.6968294328463884
100% Corpus,8,0.9099999999999999,0.01,0.7055461097557101,0.7055461097557101
100% Corpus,8,0.9099999999999999,0.31,0.6802748482004846,0.6802748482004846
100% Corpus,8,0.9099999999999999,0.61,0.6433767976804285,0.6433767976804285
100% Corpus,8,0.9099999999999999,0.9099999999999999,0.6957600663210408,0.6957600663210408
100% Corpus,8,0.9099999999999999,symmetric,0.6915216944987777,0.6915216944987777
100% Corpus,8,symmetric,0.01,0.7039720689721739,0.7039720689721739
100% Corpus,8,symmetric,0.31,0.7090802716427935,0.7090802716427935
100% Corpus,8,symmetric,0.61,0.7051885779471841,0.7051885779471841
100% Corpus,8,symmetric,0.9099999999999999,0.68991216837357,0.68991216837357
100% Corpus,8,symmetric,symmetric,0.7078776246731071,0.7078776246731071
100% Corpus,8,asymmetric,0.01,0.6114497726603647,0.6114497726603647
100% Corpus,8,asymmetric,0.31,0.5353380146971549,0.5353380146971549
100% Corpus,8,asymmetric,0.61,0.5043493561524901,0.5043493561524901
100% Corpus,8,asymmetric,0.9099999999999999,0.49899436726528856,0.49899436726528856
100% Corpus,8,asymmetric,symmetric,0.5659376421308081,0.5659376421308081
100% Corpus,9,0.01,0.01,0.7094732200192012,0.7094732200192012
100% Corpus,9,0.01,0.31,0.7101016616662886,0.7101016616662886
100% Corpus,9,0.01,0.61,0.7053214251775446,0.7053214251775446
100% Corpus,9,0.01,0.9099999999999999,0.7035561347548702,0.7035561347548702
100% Corpus,9,0.01,symmetric,0.7125071771429714,0.7125071771429714
100% Corpus,9,0.31,0.01,0.7033738387925044,0.7033738387925044
100% Corpus,9,0.31,0.31,0.6981673163201373,0.6981673163201373
100% Corpus,9,0.31,0.61,0.6943773510881895,0.6943773510881895
100% Corpus,9,0.31,0.9099999999999999,0.6926361741159167,0.6926361741159167
100% Corpus,9,0.31,symmetric,0.7005100727526178,0.7005100727526178
100% Corpus,9,0.61,0.01,0.6907326711184137,0.6907326711184137
100% Corpus,9,0.61,0.31,0.6682023206004064,0.6682023206004064
100% Corpus,9,0.61,0.61,0.6363028124172161,0.6363028124172161
100% Corpus,9,0.61,0.9099999999999999,0.6093910383245092,0.6093910383245092
100% Corpus,9,0.61,symmetric,0.6926693428486149,0.6926693428486149
100% Corpus,9,0.9099999999999999,0.01,0.7198377207426544,0.7198377207426544
100% Corpus,9,0.9099999999999999,0.31,0.6568606098674541,0.6568606098674541
100% Corpus,9,0.9099999999999999,0.61,0.6706099848546949,0.6706099848546949
100% Corpus,9,0.9099999999999999,0.9099999999999999,0.7095556008803112,0.7095556008803112
100% Corpus,9,0.9099999999999999,symmetric,0.7001529033326422,0.7001529033326422
100% Corpus,9,symmetric,0.01,0.7245642270290531,0.7245642270290531
100% Corpus,9,symmetric,0.31,0.7226794487660122,0.7226794487660122
100% Corpus,9,symmetric,0.61,0.7155117866837032,0.7155117866837032
100% Corpus,9,symmetric,0.9099999999999999,0.709358305499286,0.709358305499286
100% Corpus,9,symmetric,symmetric,0.7221362013610836,0.7221362013610836
100% Corpus,9,asymmetric,0.01,0.5900198129999251,0.5900198129999251
100% Corpus,9,asymmetric,0.31,0.5213737099165874,0.5213737099165874
100% Corpus,9,asymmetric,0.61,0.500497604473024,0.500497604473024
100% Corpus,9,asymmetric,0.9099999999999999,0.5015378810281026,0.5015378810281026
100% Corpus,9,asymmetric,symmetric,0.5487114537911397,0.5487114537911397
100% Corpus,10,0.01,0.01,0.6954149161618741,0.6954149161618741
100% Corpus,10,0.01,0.31,0.6880916445456959,0.6880916445456959
100% Corpus,10,0.01,0.61,0.6822945416474131,0.6822945416474131
100% Corpus,10,0.01,0.9099999999999999,0.6842640974767139,0.6842640974767139
100% Corpus,10,0.01,symmetric,0.694395357912548,0.694395357912548
100% Corpus,10,0.31,0.01,0.6952332603119621,0.6952332603119621
100% Corpus,10,0.31,0.31,0.6934423036487432,0.6934423036487432
100% Corpus,10,0.31,0.61,0.6932528311092441,0.6932528311092441
100% Corpus,10,0.31,0.9099999999999999,0.6903962577867688,0.6903962577867688
100% Corpus,10,0.31,symmetric,0.695370090715749,0.695370090715749
100% Corpus,10,0.61,0.01,0.6951215841781919,0.6951215841781919
100% Corpus,10,0.61,0.31,0.6704766823753405,0.6704766823753405
100% Corpus,10,0.61,0.61,0.6198072656379103,0.6198072656379103
100% Corpus,10,0.61,0.9099999999999999,0.5383381240898124,0.5383381240898124
100% Corpus,10,0.61,symmetric,0.6866182404373893,0.6866182404373893
100% Corpus,10,0.9099999999999999,0.01,0.705266199941576,0.705266199941576
100% Corpus,10,0.9099999999999999,0.31,0.647138495390011,0.647138495390011
100% Corpus,10,0.9099999999999999,0.61,0.6924341146995596,0.6924341146995596
100% Corpus,10,0.9099999999999999,0.9099999999999999,0.7114468317590357,0.7114468317590357
100% Corpus,10,0.9099999999999999,symmetric,0.6966297957951018,0.6966297957951018
100% Corpus,10,symmetric,0.01,0.6863488074134079,0.6863488074134079
100% Corpus,10,symmetric,0.31,0.6841516894060912,0.6841516894060912
100% Corpus,10,symmetric,0.61,0.6737619883134621,0.6737619883134621
100% Corpus,10,symmetric,0.9099999999999999,0.6738269466658272,0.6738269466658272
100% Corpus,10,symmetric,symmetric,0.6853580356801665,0.6853580356801665
100% Corpus,10,asymmetric,0.01,0.5657965614667093,0.5657965614667093
100% Corpus,10,asymmetric,0.31,0.5228430271954598,0.5228430271954598
100% Corpus,10,asymmetric,0.61,0.5184341236666492,0.5184341236666492
100% Corpus,10,asymmetric,0.9099999999999999,0.5039815634861265,0.5039815634861265
100% Corpus,10,asymmetric,symmetric,0.5423750538655788,0.5423750538655788
100% Corpus,11,0.01,0.01,0.7011185372654841,0.7011185372654841
100% Corpus,11,0.01,0.31,0.7012291941744223,0.7012291941744223
100% Corpus,11,0.01,0.61,0.6935937589484538,0.6935937589484538
100% Corpus,11,0.01,0.9099999999999999,0.6937670617750772,0.6937670617750772
100% Corpus,11,0.01,symmetric,0.70407917179028,0.70407917179028
100% Corpus,11,0.31,0.01,0.6995992205642823,0.6995992205642823
100% Corpus,11,0.31,0.31,0.6980698376338289,0.6980698376338289
100% Corpus,11,0.31,0.61,0.6867019321621529,0.6867019321621529
100% Corpus,11,0.31,0.9099999999999999,0.6779861954477,0.6779861954477
100% Corpus,11,0.31,symmetric,0.7022931778466871,0.7022931778466871
100% Corpus,11,0.61,0.01,0.6947727123688975,0.6947727123688975
100% Corpus,11,0.61,0.31,0.6649229047253663,0.6649229047253663
100% Corpus,11,0.61,0.61,0.5995914075140818,0.5995914075140818
100% Corpus,11,0.61,0.9099999999999999,0.5240970666316641,0.5240970666316641
100% Corpus,11,0.61,symmetric,0.6921255419348724,0.6921255419348724
100% Corpus,11,0.9099999999999999,0.01,0.7107661697061345,0.7107661697061345
100% Corpus,11,0.9099999999999999,0.31,0.645377131711254,0.645377131711254
100% Corpus,11,0.9099999999999999,0.61,0.6988997378969029,0.6988997378969029
100% Corpus,11,0.9099999999999999,0.9099999999999999,0.715948057440678,0.715948057440678
100% Corpus,11,0.9099999999999999,symmetric,0.6969518907852359,0.6969518907852359
100% Corpus,11,symmetric,0.01,0.6892438428420501,0.6892438428420501
100% Corpus,11,symmetric,0.31,0.6789021826349511,0.6789021826349511
100% Corpus,11,symmetric,0.61,0.6784991508506505,0.6784991508506505
100% Corpus,11,symmetric,0.9099999999999999,0.6777441142045684,0.6777441142045684
100% Corpus,11,symmetric,symmetric,0.6858312252084533,0.6858312252084533
100% Corpus,11,asymmetric,0.01,0.5696168440816608,0.5696168440816608
100% Corpus,11,asymmetric,0.31,0.4975858600273666,0.4975858600273666
100% Corpus,11,asymmetric,0.61,0.4840755297100177,0.4840755297100177
100% Corpus,11,asymmetric,0.9099999999999999,0.4715163224459918,0.4715163224459918
100% Corpus,11,asymmetric,symmetric,0.5126388831724635,0.5126388831724635
100% Corpus,12,0.01,0.01,0.6748479845032233,0.6748479845032233
100% Corpus,12,0.01,0.31,0.6691215395593665,0.6691215395593665
100% Corpus,12,0.01,0.61,0.6613785173152289,0.6613785173152289
100% Corpus,12,0.01,0.9099999999999999,0.6625490966752624,0.6625490966752624
100% Corpus,12,0.01,symmetric,0.6742380399120206,0.6742380399120206
100% Corpus,12,0.31,0.01,0.7058923163206866,0.7058923163206866
100% Corpus,12,0.31,0.31,0.7065558429308422,0.7065558429308422
100% Corpus,12,0.31,0.61,0.7008184130763695,0.7008184130763695
100% Corpus,12,0.31,0.9099999999999999,0.6949355895396329,0.6949355895396329
100% Corpus,12,0.31,symmetric,0.7092407601396428,0.7092407601396428
100% Corpus,12,0.61,0.01,0.6812413583398732,0.6812413583398732
100% Corpus,12,0.61,0.31,0.6551276940247787,0.6551276940247787
100% Corpus,12,0.61,0.61,0.5588732789411749,0.5588732789411749
100% Corpus,12,0.61,0.9099999999999999,0.5634551295878564,0.5634551295878564
100% Corpus,12,0.61,symmetric,0.6908056171628029,0.6908056171628029
100% Corpus,12,0.9099999999999999,0.01,0.7018551484262825,0.7018551484262825
100% Corpus,12,0.9099999999999999,0.31,0.6224640587098186,0.6224640587098186
100% Corpus,12,0.9099999999999999,0.61,0.7016474797196804,0.7016474797196804
100% Corpus,12,0.9099999999999999,0.9099999999999999,0.7141968494967497,0.7141968494967497
100% Corpus,12,0.9099999999999999,symmetric,0.6980875235984757,0.6980875235984757
100% Corpus,12,symmetric,0.01,0.6632079769425738,0.6632079769425738
100% Corpus,12,symmetric,0.31,0.640812749626004,0.640812749626004
100% Corpus,12,symmetric,0.61,0.640812749626004,0.640812749626004
100% Corpus,12,symmetric,0.9099999999999999,0.641429207216715,0.641429207216715
100% Corpus,12,symmetric,symmetric,0.644618829620096,0.644618829620096
100% Corpus,12,asymmetric,0.01,0.5480218870222862,0.5480218870222862
100% Corpus,12,asymmetric,0.31,0.47788115254775737,0.47788115254775737
100% Corpus,12,asymmetric,0.61,0.45705468249760456,0.45705468249760456
100% Corpus,12,asymmetric,0.9099999999999999,0.4446508991971536,0.4446508991971536
100% Corpus,12,asymmetric,symmetric,0.4942255585060209,0.4942255585060209
100% Corpus,13,0.01,0.01,0.663822963773881,0.663822963773881
100% Corpus,13,0.01,0.31,0.6444347066552827,0.6444347066552827
100% Corpus,13,0.01,0.61,0.6391932200767821,0.6391932200767821
100% Corpus,13,0.01,0.9099999999999999,0.6405563739925335,0.6405563739925335
100% Corpus,13,0.01,symmetric,0.6622027190325509,0.6622027190325509
100% Corpus,13,0.31,0.01,0.6770051457134187,0.6770051457134187
100% Corpus,13,0.31,0.31,0.6807610134017121,0.6807610134017121
100% Corpus,13,0.31,0.61,0.675168956661628,0.675168956661628
100% Corpus,13,0.31,0.9099999999999999,0.6765035781308287,0.6765035781308287
100% Corpus,13,0.31,symmetric,0.683377010351032,0.683377010351032
100% Corpus,13,0.61,0.01,0.6763062709777178,0.6763062709777178
100% Corpus,13,0.61,0.31,0.6525892993490844,0.6525892993490844
100% Corpus,13,0.61,0.61,0.5045358807044339,0.5045358807044339
100% Corpus,13,0.61,0.9099999999999999,0.6568988763591358,0.6568988763591358
100% Corpus,13,0.61,symmetric,0.6899945256272075,0.6899945256272075
100% Corpus,13,0.9099999999999999,0.01,0.6928965020416273,0.6928965020416273
100% Corpus,13,0.9099999999999999,0.31,0.6247536287860621,0.6247536287860621
100% Corpus,13,0.9099999999999999,0.61,0.7119541430448716,0.7119541430448716
100% Corpus,13,0.9099999999999999,0.9099999999999999,0.7160074947237813,0.7160074947237813
100% Corpus,13,0.9099999999999999,symmetric,0.6894445507747449,0.6894445507747449
100% Corpus,13,symmetric,0.01,0.618110152571347,0.618110152571347
100% Corpus,13,symmetric,0.31,0.6143282019942123,0.6143282019942123
100% Corpus,13,symmetric,0.61,0.6150185401669745,0.6150185401669745
100% Corpus,13,symmetric,0.9099999999999999,0.6155908793166451,0.6155908793166451
100% Corpus,13,symmetric,symmetric,0.609731890041444,0.609731890041444
100% Corpus,13,asymmetric,0.01,0.5119895916833747,0.5119895916833747
100% Corpus,13,asymmetric,0.31,0.4727088524676931,0.4727088524676931
100% Corpus,13,asymmetric,0.61,0.463842599621841,0.463842599621841
100% Corpus,13,asymmetric,0.9099999999999999,0.45447622323857007,0.45447622323857007
100% Corpus,13,asymmetric,symmetric,0.4840397630163223,0.4840397630163223
100% Corpus,14,0.01,0.01,0.6535055457709459,0.6535055457709459
100% Corpus,14,0.01,0.31,0.6125148842385651,0.6125148842385651
100% Corpus,14,0.01,0.61,0.600176337368798,0.600176337368798
100% Corpus,14,0.01,0.9099999999999999,0.5977494682697877,0.5977494682697877
100% Corpus,14,0.01,symmetric,0.6465367636720413,0.6465367636720413
100% Corpus,14,0.31,0.01,0.6810831992924535,0.6810831992924535
100% Corpus,14,0.31,0.31,0.686967032771431,0.686967032771431
100% Corpus,14,0.31,0.61,0.6832809260947672,0.6832809260947672
100% Corpus,14,0.31,0.9099999999999999,0.6664379075969099,0.6664379075969099
100% Corpus,14,0.31,symmetric,0.6771564297230054,0.6771564297230054
100% Corpus,14,0.61,0.01,0.678516009126125,0.678516009126125
100% Corpus,14,0.61,0.31,0.6369802382793115,0.6369802382793115
100% Corpus,14,0.61,0.61,0.4933173592686946,0.4933173592686946
100% Corpus,14,0.61,0.9099999999999999,0.6974214042330856,0.6974214042330856
100% Corpus,14,0.61,symmetric,0.6796647697475551,0.6796647697475551
100% Corpus,14,0.9099999999999999,0.01,0.6987933501319036,0.6987933501319036
100% Corpus,14,0.9099999999999999,0.31,0.6026190283150638,0.6026190283150638
100% Corpus,14,0.9099999999999999,0.61,0.7142749874601563,0.7142749874601563
100% Corpus,14,0.9099999999999999,0.9099999999999999,0.7187840057013899,0.7187840057013899
100% Corpus,14,0.9099999999999999,symmetric,0.6910887880104849,0.6910887880104849
100% Corpus,14,symmetric,0.01,0.6049290704971538,0.6049290704971538
100% Corpus,14,symmetric,0.31,0.5894718362529636,0.5894718362529636
100% Corpus,14,symmetric,0.61,0.5921335240815806,0.5921335240815806
100% Corpus,14,symmetric,0.9099999999999999,0.5920473811176856,0.5920473811176856
100% Corpus,14,symmetric,symmetric,0.600232639813917,0.600232639813917
100% Corpus,14,asymmetric,0.01,0.5140986219294719,0.5140986219294719
100% Corpus,14,asymmetric,0.31,0.46152234300998624,0.46152234300998624
100% Corpus,14,asymmetric,0.61,0.4586585196640934,0.4586585196640934
100% Corpus,14,asymmetric,0.9099999999999999,0.44971356223938425,0.44971356223938425
100% Corpus,14,asymmetric,symmetric,0.4669860445738691,0.4669860445738691
100% Corpus,15,0.01,0.01,0.6548249655340868,0.6548249655340868
100% Corpus,15,0.01,0.31,0.6211034377603375,0.6211034377603375
100% Corpus,15,0.01,0.61,0.6181563127146065,0.6181563127146065
